# Summary stats for batch processing of regression models
# timestamp: 2018-03-28 14:38:23
# ORP
# ------------------------

"ID","fileName","slope","pVal","r2","oriRows","cleanRows"
64,"ranFile064.csv",-0.00997225344892265,0.94239395194641,7.30262771190229e-05,82,74
65,"ranFile065.csv",0.0401518742219669,0.747013726953537,0.00147486622756163,75,73
66,"ranFile066.csv",0.0425605518702651,0.744707116559961,0.00178040659285459,81,62
67,"ranFile067.csv",0.0424734486967907,0.72180843375554,0.00193343692116936,70,68
68,"ranFile068.csv",-0.15166221475855,0.15955348215959,0.0221067911745744,93,91
69,"ranFile069.csv",0.26966785507078,0.0145223529239347,0.0625348135856019,97,95
70,"ranFile070.csv",0.205293203282085,0.190973184363317,0.0413406604365244,43,43
71,"ranFile071.csv",-0.0340520122487209,0.814300090543815,0.00105025087767292,55,55
72,"ranFile072.csv",-0.0445572859862513,0.843892395462799,0.00249726211592012,24,18
73,"ranFile073.csv",-0.106353756689119,0.347368708508751,0.0121057017680188,81,75
74,"ranFile074.csv",0.181432189634064,0.219475689927535,0.0254435924110817,65,61
75,"ranFile075.csv",-0.126388221398415,0.327431070288101,0.0137037763594191,82,72
76,"ranFile076.csv",-0.0251348383230574,0.838737739425446,0.000613359767558381,74,70
77,"ranFile077.csv",0.0492553688275285,0.812081087007076,0.00275250883449879,30,23
78,"ranFile078.csv",-0.171470367554387,0.453345046319332,0.0284119516694169,31,22
79,"ranFile079.csv",0.528181400723071,0.161971128949454,0.349716008068724,15,7
80,"ranFile080.csv",0.0846162429494949,0.5554234996321,0.0103238658512016,38,36
81,"ranFile081.csv",0.133397793198645,0.243541588289947,0.0202422497805845,73,69
82,"ranFile082.csv",-0.0375706990008227,0.736499189848132,0.00127856735838,93,91
83,"ranFile083.csv",-0.168951752698351,0.14299642089883,0.033219942256082,66,66
84,"ranFile084.csv",0.132631669835378,0.36082114326087,0.0154860650638932,64,56
85,"ranFile085.csv",0.045341597699853,0.878613683418587,0.00186280426625258,20,15
86,"ranFile086.csv",0.0695041892390894,0.576281748376516,0.00441964767811098,79,73
87,"ranFile087.csv",-0.256975010793613,0.0869815654427553,0.0976507132569849,38,31
88,"ranFile088.csv",0.0669295027312041,0.583257020780435,0.00496264290573046,67,63
89,"ranFile089.csv",0.0509643375372465,0.652703798579111,0.00308685930271699,72,68
90,"ranFile090.csv",0.014402506708447,0.89817761238401,0.000266211597343992,72,64
91,"ranFile091.csv",-0.355894836280234,0.415298452171528,0.0673576171089374,19,12
92,"ranFile092.csv",0.0951152484910786,0.557938444799551,0.00786000474530022,46,46
93,"ranFile093.csv",-0.17331831902097,0.568414766360825,0.0237935280540721,20,16
94,"ranFile094.csv",0.104578489756189,0.581641566025125,0.0102367469978522,38,32
95,"ranFile095.csv",-0.235848019847535,0.0549651164394635,0.0653417165275968,59,57
96,"ranFile096.csv",0.0120037614089026,0.938184173482124,0.000185018241203118,46,35
97,"ranFile097.csv",-0.198325776450047,0.162817084701692,0.0311746090319889,68,64
98,"ranFile098.csv",0.168004152101462,0.173172559480797,0.0360684183262632,61,53
99,"ranFile099.csv",0.126077249579274,0.480529816740793,0.0193226131030869,30,28
100,"ranFile100.csv",0.0859316647069671,0.541500823237125,0.00646163144057091,71,60
